3000
9000,37,62,70,86
9001,37
9002,37
9003,37
9004,37,62,69,85,86,93,95
9005,37
9006,37
9007,37
9008,37
9009,37
9010,37
9011,37
9012,37,48
9013,37
9014,37
9015,37
9016,37
9017,37,58,99
9018,37
9019,37
9020,37
9021,37
9022,37
9023,37,62
9024,37
9025,37
9026,37,43,51,63,79
9027,37
9028,37
9029,37
9030,37
9031,37
9032,37,96
9033,37
9034,37,43,57,62,63
9035,37
9036,37
9037,37,48,81,94
9038,37
9039,37,70,87,99
9040,37,96
9041,37
9042,37
9043,37
9044,37
9045,37
9046,37
9047,37
9048,37
9049,37
9050,37,87
9051,37
9052,37
9053,37,56,58,64,83,89,93
9054,37
9055,37
9056,37
9057,37,58
9058,37,53
9059,37,70,74
9060,37
9061,37,44,61,72,97
9062,37
9063,37
9064,37
9065,37
9066,37
9067,37,77
9068,37
9069,37,68,89,99
9070,37
9071,37
9072,37
9073,37,65
9074,37
9075,37
9076,37
9077,37
9078,37
9079,37
9080,37
9081,37
9082,37
9083,37
9084,37
9085,37
9086,37,39,54,70,74,84,89
9087,37,54,58,74
9088,37
9089,37,68,74,76
9090,37,89
9091,37
9092,37,41
9093,37
9094,37
9095,37
9096,37
9097,37
9098,37
9099,37,89
9100,37
9101,37
9102,37
9103,37,42
9104,37,50,53,88,93
9105,37,99
9106,37
9107,37
9108,37,71
9109,37
9110,37,48,89
9111,37
9112,37
9113,37,40,43,46,49,56,64,68,75,80,87,88,89,91,99
9114,37
9115,37
9116,37,87
9117,37
9118,37,46
9119,37
9120,37,83,85
9121,37
9122,37
9123,37
9124,37
9125,37
9126,37
9127,37
9128,37
9129,37
9130,37,38,69,75,84,93
9131,37
9132,37
9133,37
9134,37
9135,37
9136,37
9137,37
9138,37
9139,37,42,74
9140,37
9141,37,46,65,76
9142,37
9143,37
9144,37,92
9145,38
9146,38
9147,38,45,54,59,78,84,96
9148,38,97
9149,38
9150,38
9151,38
9152,38,52,73
9153,38
9154,38,45
9155,38,45
9156,38,61
9157,38
9158,38,55,66
9159,38,78
9160,38
9161,38
9162,38
9163,38,46,50,77,96
9164,38
9165,38
9166,38
9167,38
9168,38
9169,38
9170,38,45,78
9171,38,70
9172,38,77
9173,38,46,83,95
9174,38
9175,38,78
9176,38,99
9177,38,41,55,99
9178,38,78
9179,38
9180,38,60,61
9181,38
9182,38
9183,38,61,65,83
9184,38
9185,38
9186,38,79
9187,38,45,78
9188,38
9189,38,58,99
9190,38
9191,38
9192,38,71,82
9193,38,62
9194,38,78
9195,38,46,61,70,74
9196,38
9197,38
9198,38
9199,38
9200,38
9201,38
9202,38,50,65,84,96,99
9203,38,78,96
9204,38,78
9205,38
9206,38
9207,38
9208,38
9209,38
9210,38
9211,38,39,57
9212,38
9213,38
9214,38
9215,38
9216,38
9217,38
9218,38
9219,38,78
9220,38,47
9221,38
9222,38,78
9223,38
9224,38,83
9225,38
9226,38
9227,38,77
9228,38
9229,38
